"Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","detact","age","education","gender","gender_7_TEXT","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","att1","att2","att3","con1","con2","con3","attitude_score","attitude","Condition","video","belief_pre","belief_post","belief_change","attitude_direction","change_direction","change_in_opposite","video_direction","change_align_video","Video_choice","video_type"
53,72,30,35,44,-99,"Yes","47","Bachelor's degree in college (4-year)","Male",NA,"Yes","White",NA,"Extremely Conservative",NA,1,"67ddd68976b22b18710b9fdb","100","100","49","35","44","-99",269,"Pro","none","anti",44.83,29.17,-15.66,1,-1,15.66,-1,15.66,1,"Anti_Fake_none"
80,70,60,70,70,75,"No","43","Bachelor's degree in college (4-year)","Male",NA,"Yes","White",NA,"Conservative",NA,0,"67ef48901b66556b0b887024","80","70","60","70","70","75",-5,"Anti","none","anti",-0.83,-0.83,0,-1,0,0,-1,0,0,"Anti_Real"
75,64,65,45,61,72,"Yes","57","Master's degree","Male",NA,"Yes","Black or African American",NA,"Extremely Conservative",NA,3,"683f53b666da63b9c2339465","61","49","-39","-36","29","48",30,"Pro","label","pro",5,4.33,-0.67,1,-1,0.67,1,-0.67,0,"Pro_Real"
70,67,71,-95,2,-91,"Yes","67","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Conservative",NA,2,"675c6ac13aff0173b803dbec","70","67","71","-95","2","-91",392,"Pro","label","anti",65.33,65.33,0,1,0,0,-1,0,1,"Anti_Fake_label"
100,100,71,0,60,-70,"Yes","44","Master's degree","Female",NA,"No","White",NA,"Extremely Liberal",NA,3,"67ebcd26fcd7c2ee469b8533","60","60","-90","-30","100","70",-110,"Anti","none","pro",-18.33,46.83,65.16,-1,1,65.16,1,65.16,1,"Pro_Fake_none"
35,57,64,49,63,64,"No","39","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Liberal","None",1,"67932008111dd21a58f37f9d","57","72","39","42","76","39",11,"Pro","none","pro",1.83,-3.33,-5.16,1,-1,5.16,1,-5.16,0,"Pro_Real"
100,98,100,17,100,80,"No","18","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","Asian",NA,"Conservative",NA,3,"6830e8d5a47ef4413b409433","90","90","100","-100","95","80",205,"Pro","label","pro",34.17,16.83,-17.34,1,-1,17.34,1,-17.34,0,"Pro_Real"
100,47,100,100,94,30,"No","62","Professional degree (JD, MD)","Female",NA,"No","White",NA,"Extremely Liberal","Nice study, feel free to invite me to future related studies.",3,"683e604473bf9e6b86f62556","100","35","100","100","94","30",11,"Pro","none","pro",1.83,3.83,2,1,1,-2,1,2,0,"Pro_Real"
31,-32,35,-21,-16,12,"Yes","54","Master's degree","Female",NA,"No","Asian",NA,"Extremely Liberal",NA,2,"66cc97280604bbb0c7bc71bd","79","-52","61","2","-25","-25",136,"Pro","label","anti",22.67,9.83,-12.84,1,-1,12.84,-1,12.84,1,"Anti_Fake_label"
90,90,85,10,-80,11,"Yes","70","Master's degree","Male",NA,"No","White",NA,"Liberal",NA,3,"597e78d513dc5e0001e2f818","90","90","85","10","-80","11",324,"Pro","label","pro",54,54,0,1,0,0,1,0,0,"Pro_Real"
100,100,100,-68,-60,-50,"No","60","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative","Thank you for the opportunity to take part in the survey",2,"6840ca3957ddcc7f50137664","100","100","100","0","-60","24",336,"Pro","none","pro",56,79.67,23.67,1,1,-23.67,1,23.67,0,"Pro_Real"
64,82,93,-1,12,2,"Yes","39","Associate degree in college (2-year)","Female",NA,"Yes","Other:","from God","Moderate, Middle of Road","we all know that AI is self training itself so what is there to stop it from taking over it is a  battle between God and universe..",2,"655cd5e21021c4ea7e42d2c4","100","82","93","-61","-78","-63",477,"Pro","none","anti",79.5,37.67,-41.83,1,-1,41.83,-1,41.83,1,"Anti_Fake_none"
83,81,52,-7,2,-19,"Yes","59","Master's degree","Female",NA,"No","Asian",NA,"Slightly Liberal",NA,2,"6474a3bea5c73f10d2742769","83","81","52","2","2","-19",231,"Pro","label","pro",38.5,40,1.5,1,1,-1.5,1,1.5,0,"Pro_Real"
23,25,3,19,59,46,"Yes","48","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"67104c7deff954cb22438402","17","25","-1","19","59","66",-103,"Anti","none","pro",-17.17,-12.17,5,-1,1,5,1,5,1,"Pro_Fake_none"
25,25,25,10,50,25,"Yes","58","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,3,"615d7e681c930db4365ca2d0","25","25","25","10","50","25",-10,"Anti","none","pro",-1.67,-1.67,0,-1,0,0,1,0,1,"Pro_Fake_none"
100,100,85,-70,-70,-70,"No","55","Master's degree","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"668c1fc8e311d8d6e3930702","80","-60","50","-50","-50","-50",220,"Pro","label","pro",36.67,82.5,45.83,1,1,-45.83,1,45.83,0,"Pro_Real"
87,87,36,11,8,34,"Yes","67","High school graduate (high school diploma or equivalent including GED)","Male",NA,"No","White",NA,"Liberal",NA,2,"5f33f5c671dbfc2622aecda4","85","82","95","-3","-1","-62",328,"Pro","none","anti",54.67,26.17,-28.5,1,-1,28.5,-1,28.5,1,"Anti_Fake_none"
19,8,12,3,42,31,"Yes","56","Master's degree","Male",NA,"No","White",NA,"Conservative","Thank you",3,"67d333d20a0db283d76baa22","10","6","-5","1","41","29",-60,"Anti","none","pro",-10,-6.17,3.83,-1,1,3.83,1,3.83,1,"Pro_Fake_none"
40,32,40,28,25,30,"No","55","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Conservative","Interesting topic, Thank you.",3,"5e618ba4c448bf06f7b3a2c9","40","32","40","28","25","29",30,"Pro","label","pro",5,4.83,-0.17,1,-1,0.17,1,-0.17,0,"Pro_Real"
8,-7,-18,19,3,75,"No","74","Master's degree","Male",NA,"No","White",NA,"Extremely Conservative",NA,1,"6733b7864021053026668d7e","-8","-26","-37","7","-5","83",-156,"Anti","none","pro",-26,-19,7,-1,1,7,1,7,1,"Pro_Fake_none"
92,91,92,95,92,93,"Yes","22","Master's degree","Female",NA,"Yes","Black or African American",NA,"Conservative",NA,0,"682462019a5ee3699e5347b2","70","79","82","82","75","76",-2,"Anti","label","pro",-0.33,-0.83,-0.5,-1,-1,-0.5,1,-0.5,1,"Pro_Fake_label"
100,100,100,30,-100,38,"Yes","60","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Slightly Liberal",NA,2,"67210d051e2ef6b81aad9729","100","100","100","32","-100","38",330,"Pro","none","anti",55,55.33,0.329999999999998,1,1,-0.329999999999998,-1,-0.329999999999998,1,"Anti_Fake_none"
90,80,70,-35,-60,-30,"Yes","27","Master's degree","Other (please specify):","Non-binary","No","White",NA,"Liberal",NA,2,"682786175982c5a1cc7a19be","85","75","65","-30","-50","-25",330,"Pro","label","anti",55,60.83,5.83,1,1,-5.83,-1,-5.83,1,"Anti_Fake_label"
60,80,62,-75,64,-56,"No","59","Doctoral degree","Male",NA,"No","White",NA,"Conservative",NA,2,"67f2f2c18ade355ef2ee1e87","71","56","38","-57","45","-40",217,"Pro","none","pro",36.17,44.83,8.66,1,1,-8.66,1,8.66,0,"Pro_Real"
70,70,40,-75,60,51,"Yes","65","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Slightly Liberal",NA,2,"67e823cb6155c93b8dcc639e","70","90","90","-75","0","-10",335,"Pro","label","anti",55.83,24,-31.83,1,-1,31.83,-1,31.83,1,"Anti_Fake_label"
100,100,23,44,8,-30,"Yes","60","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"5bdcd88176d6d50001bc3849","100","100","26","39","0","-30",217,"Pro","none","anti",36.17,33.5,-2.67,1,-1,2.67,-1,2.67,1,"Anti_Fake_none"
21,21,1,47,69,78,"Yes","55","Some college but no degree","Male",NA,"No","White",NA,"Conservative","This was a very interesting study. I enjoyed it very much.",2,"6137ebb74197e0473d1318e3","13","13","-16","45","75","76",-186,"Anti","label","pro",-31,-25.17,5.83,-1,1,5.83,1,5.83,1,"Pro_Fake_label"
100,100,29,0,59,29,"Yes","40","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,2,"6847d6ed7d6467e091e3f9e7","100","100","100","0","43","-30",287,"Pro","label","anti",47.83,23.5,-24.33,1,-1,24.33,-1,24.33,1,"Anti_Fake_label"
40,-30,-75,40,80,80,"No","75","Associate degree in college (2-year)","Male",NA,"No","White",NA,"Extremely Conservative","I agree with everything the speaker said about limited regulation of AI. The government is usually not the best judge of what we need regarding anything technology related. ",2,"6665bd1b112b79e87d0cc4be","40","-30","-75","40","80","80",-265,"Anti","none","anti",-44.17,-44.17,0,-1,0,0,-1,0,0,"Anti_Real"
-27,-31,-50,58,72,53,"No","58","Master's degree","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"6276d97e209059496d37bf74","-27","-17","-34","44","66","34",-222,"Anti","label","anti",-37,-48.5,-11.5,-1,-1,-11.5,-1,11.5,0,"Anti_Real"
85,95,75,-75,-80,-90,"Yes","60","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,2,"681e73869834a943484d148a","80","85","75","-80","-75","-85",480,"Pro","none","anti",80,83.33,3.33,1,1,-3.33,-1,-3.33,1,"Anti_Fake_none"
67,80,65,-56,-70,-70,"Yes","61","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Liberal",NA,1,"62926f5a375553f13d68bc92","72","78","63","-48","-72","-72",405,"Pro","none","anti",67.5,68,0.5,1,1,-0.5,-1,-0.5,1,"Anti_Fake_none"
80,80,-80,60,80,80,"No","63","Master's degree","Male",NA,"No","Asian",NA,"Slightly Conservative",NA,2,"6695612f4eb541dcc1a7f718","80","80","60","60","80","80",0,"Anti","none","anti",0,-23.33,-23.33,0,-1,-23.33,-1,23.33,0,"Anti_Real"
100,100,100,-67,-50,-49,"No","68","Master's degree","Male",NA,"No","White",NA,"Liberal",NA,3,"654276147c2e0f0d120d9252","100","100","100","-67","-66","-40",473,"Pro","label","pro",78.83,77.67,-1.16,1,-1,1.16,1,-1.16,0,"Pro_Real"
100,100,100,-97,-94,-100,"Yes","61","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Liberal","I don’t see how the video qualifies as deepfake, the quality was so poor it was overtly fake. My favorite mispronunciation was ‘Mi-CROW-soft.’  Very distracting from the message, such as it was.",2,"63b0953847122ffebd8a5991","91","100","90","-97","-94","-100",572,"Pro","label","anti",95.33,98.5,3.17,1,1,-3.17,-1,-3.17,1,"Anti_Fake_label"
41,70,60,69,0,57,"Yes","41","Associate degree in college (2-year)","Female",NA,"No","Other:","multirace","Liberal","No comments.",1,"6631a2b701c17d0145e75936","41","0","74","69","59","-38",25,"Pro","none","pro",4.17,7.5,3.33,1,1,-3.33,1,3.33,0,"Pro_Real"
85,80,70,-40,-50,-30,"No","66","Doctoral degree","Male",NA,"No","White",NA,"Extremely Liberal",NA,3,"642ead184d7533ccfd57d888","70","75","55","60","55","65",20,"Pro","label","pro",3.33,59.17,55.84,1,1,-55.84,1,55.84,0,"Pro_Real"
15,-12,19,17,68,32,"Yes","55","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative","Most of the video related to regulating AI covers actions that could already be done today and the actions are subjective in most instances.  There are some considerations related to marketing, but technology could already displace workers and discrimination could already occur.  Having a consistent algorithm doesn't necessarily mean that discrimination will occur. ",2,"67ba249b05429eebb9d8847e","22","-12","20","17","68","20",-75,"Anti","none","pro",-12.5,-15.83,-3.33,-1,-1,-3.33,1,-3.33,1,"Pro_Fake_none"
36,58,3,50,11,21,"Yes","60","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,3,"67472b406557adf9044c6e34","-62","59","-62","62","46","68",-241,"Anti","label","pro",-40.17,2.5,42.67,-1,1,42.67,1,42.67,1,"Pro_Fake_label"
90,96,75,-15,-85,-90,"No","34","Bachelor's degree in college (4-year)","Female",NA,"No","Other:","Mixed Race Black/White","Extremely Conservative","I agree with the general point of the video, AI must have ethics and oversight as we move forward with it.",3,"6400db77211380d3116572fc","100","100","75","-15","-85","-90",465,"Pro","label","pro",77.5,75.17,-2.33,1,-1,2.33,1,-2.33,0,"Pro_Real"
84,84,54,-28,17,-1,"Yes","22","High school graduate (high school diploma or equivalent including GED)","Male",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"682aa503e99234c4c91a0051","70","79","23","12","50","-13",123,"Pro","none","pro",20.5,39,18.5,1,1,-18.5,1,18.5,0,"Pro_Real"
58,10,0,-26,60,-20,"No","68","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"67608d020ab313f56180df41","58","10","-16","-26","56","-12",34,"Pro","label","pro",5.67,9,3.33,1,1,-3.33,1,3.33,0,"Pro_Real"
60,85,80,22,-22,9,"Yes","46","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Liberal",NA,2,"65d514731a78f893b95a8516","100","100","90","0","-56","-78",424,"Pro","label","anti",70.67,36,-34.67,1,-1,34.67,-1,34.67,1,"Anti_Fake_label"
100,-100,81,-100,100,-81,"No","60","Bachelor's degree in college (4-year)","Male",NA,"No","Asian",NA,"Liberal",NA,3,"67fe80cfe353b5ef412d8e50","100","90","-9","50","51","2",78,"Pro","label","pro",13,27,14,1,1,-14,1,14,0,"Pro_Real"
-40,-40,-40,0,-40,100,"Yes","72","Doctoral degree","Male",NA,"No","White",NA,"Liberal",NA,2,"682e95a9ef3cb381fb4ea7c2","-100","-100","-100","-100","-100","100",-200,"Anti","none","pro",-33.33,-30,3.33,-1,1,3.33,1,3.33,1,"Pro_Fake_none"
-70,-70,-75,70,75,55,"No","56","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Moderate, Middle of Road","Thank you for the opportunity.",2,"6129781ecb8007ce6248a915","-70","-70","-75","70","75","55",-415,"Anti","none","anti",-69.17,-69.17,0,-1,0,0,-1,0,0,"Anti_Real"
100,100,71,-50,-18,-30,"No","64","Doctoral degree","Male",NA,"No","White",NA,"Liberal",NA,3,"5d25336d3e31ad0016186262","100","100","50","-70","-20","-40",380,"Pro","label","pro",63.33,61.5,-1.83,1,-1,1.83,1,-1.83,0,"Pro_Real"
-62,-53,-78,-79,81,76,"Yes","62","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"6394e32126ebbdc7b10c6748","-50","-53","-78","-79","81","76",-259,"Anti","none","pro",-43.17,-45.17,-2,-1,-1,-2,1,-2,1,"Pro_Fake_none"
100,50,30,-60,-20,-20,"Yes","55","Bachelor's degree in college (4-year)","Male",NA,"No","Asian",NA,"Liberal","There are some American idomatic expression that the speaker didn't ennunciate like a normal American speaker would - that was the reveal that the video was AI-generated.",1,"6686b14f080dac40e2e2b3c8","100","50","30","-60","-20","-20",280,"Pro","none","anti",46.67,46.67,0,1,0,0,-1,0,1,"Anti_Fake_none"
33,35,59,42,42,39,"Yes","33","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"67ef3376c2df2f20160aaa21","23","35","26","24","23","28",9,"Pro","label","anti",1.5,0.67,-0.83,1,-1,0.83,-1,0.83,1,"Anti_Fake_label"
100,100,100,-2,-100,2,"No","59","Some college but no degree","Female",NA,"No","White",NA,"Conservative",NA,3,"665626b7534c56c66e19d0f2","100","100","100","-2","-100","2",400,"Pro","none","pro",66.67,66.67,0,1,0,0,1,0,0,"Pro_Real"
20,54,-16,25,77,41,"Yes","72","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Slightly Liberal",NA,2,"67389f3912380b4b3cd0b7d7","62","70","58","-41","46","-20",205,"Pro","label","anti",34.17,-14.17,-48.34,1,-1,48.34,-1,48.34,1,"Anti_Fake_label"
100,100,100,-59,-2,-52,"Yes","65","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Slightly Conservative",NA,1,"62cba72839d35cbf953cdd6f","100","100","100","-56","-2","-52",410,"Pro","label","anti",68.33,68.83,0.5,1,1,-0.5,-1,-0.5,1,"Anti_Fake_label"
25,25,30,10,10,15,"Yes","61","Bachelor's degree in college (4-year)","Male",NA,"Yes","White",NA,"Slightly Liberal",NA,3,"5e3dd36d19be0d040a17f13f","25","15","-25","20","35","35",-75,"Anti","none","pro",-12.5,7.5,20,-1,1,20,1,20,1,"Pro_Fake_none"
88,79,76,-59,-60,-45,"Yes","60","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,2,"673d23b251f56d0010aa50ee","87","75","72","-60","-60","-41",395,"Pro","label","anti",65.83,67.83,2,1,1,-2,-1,-2,1,"Anti_Fake_label"
100,100,100,-28,100,-29,"Yes","68","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Liberal",NA,3,"5bc934c69427200001dd4ef2","10","10","10","-100","100","-100",130,"Pro","none","anti",21.67,42.83,21.16,1,1,-21.16,-1,-21.16,1,"Anti_Fake_none"
85,85,60,-50,-30,-40,"Yes","57","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Liberal",NA,1,"5dd55746f3b7c2503ad3eb7e","85","85","60","-50","-30","-40",350,"Pro","none","anti",58.33,58.33,0,1,0,0,-1,0,1,"Anti_Fake_none"
76,73,-24,-16,-28,36,"No","77","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative","I think AI is great but some guardrails need to be in place.",3,"5e3461bd8ec4fc0230fef43a","76","73","-24","-16","-28","36",133,"Pro","label","pro",22.17,22.17,0,1,0,0,1,0,0,"Pro_Real"
18,8,-22,11,34,33,"No","65","Associate degree in college (2-year)","Male",NA,"No","White",NA,"Slightly Liberal",NA,2,"6635316958a453da5e2af8b2","16","2","-16","2","18","20",-38,"Anti","label","anti",-6.33,-12.33,-6,-1,-1,-6,-1,6,0,"Anti_Real"
100,57,85,0,80,-37,"Yes","65","Master's degree","Male",NA,"No","White",NA,"Liberal",NA,2,"663765ad2bdf17e0c60a3637","100","2","55","2","50","-50",155,"Pro","none","pro",25.83,33.17,7.34,1,1,-7.34,1,7.34,0,"Pro_Real"
100,100,100,-100,-85,-100,"No","68","Some college but no degree","Male",NA,"No","White",NA,"Liberal","With Musk we have had a taste of what can happen when these large tech companies control the AI algorithms.  We cannot let this go unregulated.",3,"5de5dba9ff87c15699804260","100","100","100","-90","-75","-90",555,"Pro","none","pro",92.5,97.5,5,1,1,-5,1,5,0,"Pro_Real"
50,49,48,-41,11,-31,"No","45","Doctoral degree","Male",NA,"No","White",NA,"Moderate, Middle of Road","Good survey!",1,"6831dd634fd3c9734a773cd6","33","35","25","-36","11","-20",138,"Pro","none","pro",23,34.67,11.67,1,1,-11.67,1,11.67,0,"Pro_Real"
80,-100,80,-50,-65,-50,"No","54","Master's degree","Male",NA,"No","Other:","creole","Conservative","was there a deep fake? how can you tell something is a deepfake",2,"681147d617bd20de1eb18284","80","-100","80","-50","25","-50",135,"Pro","label","pro",22.5,37.5,15,1,1,-15,1,15,0,"Pro_Real"
70,100,70,-75,0,15,"Yes","35","Some college but no degree","Female",NA,"Yes","Other:","Mixed","Slightly Liberal",NA,2,"6792f9facbb387400c5b6119","74","74","77","-52","60","43",174,"Pro","label","anti",29,50,21,1,1,-21,-1,-21,1,"Anti_Fake_label"
60,0,20,-80,70,50,"No","24","Bachelor's degree in college (4-year)","Female",NA,"Yes","White",NA,"Liberal",NA,3,"672d1f5b6bb963f41f204dca","60","0","20","-80","70","50",40,"Pro","label","pro",6.67,6.67,0,1,0,0,1,0,0,"Pro_Real"
59,87,34,-32,35,17,"Yes","60","Master's degree","Male",NA,"No","Asian",NA,"Slightly Liberal",NA,2,"67412a331ab61b78d2245ea0","58","84","32","-32","38","19",149,"Pro","label","anti",24.83,26.67,1.84,1,1,-1.84,-1,-1.84,1,"Anti_Fake_label"
72,75,78,-51,60,-41,"No","74","Master's degree","Male",NA,"No","White",NA,"Liberal",NA,3,"682656bf701aa2662fcbf5ea","72","75","78","-51","28","-41",289,"Pro","label","pro",48.17,42.83,-5.34,1,-1,5.34,1,-5.34,0,"Pro_Real"
34,25,8,23,18,-10,"No","24","Master's degree","Female",NA,"No","Black or African American",NA,"Liberal",NA,3,"60ff2b5ee0fd69cbf82cd071","34","-25","23","23","-24","-1",34,"Pro","none","pro",5.67,6,0.33,1,1,-0.33,1,0.33,0,"Pro_Real"
25,26,-10,0,25,2,"Yes","74","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,2,"55900dcffdf99b3f7aada3f5","51","49","51","-29","25","2",153,"Pro","none","anti",25.5,2.33,-23.17,1,-1,23.17,-1,23.17,1,"Anti_Fake_none"
96,83,79,23,28,8,"No","65","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative","This was a meaningful study. I strongly believe that AI needs to be regulated by the government to insure that we as consumers are not taken advantage of.",2,"653955abd70c010a3803070c","96","83","79","23","28","8",199,"Pro","label","pro",33.17,33.17,0,1,0,0,1,0,0,"Pro_Real"
52,50,50,-40,-20,-50,"Yes","47","Bachelor's degree in college (4-year)","Female",NA,"No","American Indian or Alaska Native",NA,"Conservative",NA,2,"6631b7082d353b2a8ab48cfe","50","75","70","-40","-20","-50",305,"Pro","none","anti",50.83,43.67,-7.16,1,-1,7.16,-1,7.16,1,"Anti_Fake_none"
36,56,-35,81,78,91,"No","75","Doctoral degree","Female",NA,"No","White",NA,"Conservative",NA,2,"683a69c3571a47ef42c74f75","35","-15","-15","-15","41","48",-69,"Anti","none","anti",-11.5,-32.17,-20.67,-1,-1,-20.67,-1,20.67,0,"Anti_Real"
71,40,30,-10,-20,-14,"Yes","23","Some college but no degree","Other (please specify):","Nonbinary","Yes","Other:","Mixed race","Extremely Liberal",NA,2,"662f9a324d88b63a85d68827","100","46","44","-54","-40","-10",294,"Pro","label","pro",49,30.83,-18.17,1,-1,18.17,1,-18.17,0,"Pro_Real"
71,59,33,32,52,45,"Yes","47","Master's degree","Female",NA,"No","Black or African American",NA,"Conservative",NA,2,"676fe7e259de45fd60f8bd9e","50","44","41","52","50","55",-22,"Anti","none","pro",-3.67,5.67,9.34,-1,1,9.34,1,9.34,1,"Pro_Fake_none"
100,100,81,61,88,67,"Yes","44","Some college but no degree","Male",NA,"Yes","White",NA,"Extremely Conservative",NA,1,"67ef28385fccba4dc7c089d9","74","100","81","61","88","67",39,"Pro","label","anti",6.5,10.83,4.33,1,1,-4.33,-1,-4.33,1,"Anti_Fake_label"
77,88,50,0,0,36,"Yes","56","High school graduate (high school diploma or equivalent including GED)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"67b636c4ea38855cbb08ffe3","77","88","50","0","0","36",179,"Pro","none","pro",29.83,29.83,0,1,0,0,1,0,0,"Pro_Real"
90,93,53,-11,-35,-52,"No","55","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,3,"662b89c9eb08d365c04c7cc7","90","93","53","-11","-35","-52",334,"Pro","none","pro",55.67,55.67,0,1,0,0,1,0,0,"Pro_Real"
74,75,50,-20,-65,-10,"Yes","58","Some college but no degree","Male",NA,"No","White",NA,"Extremely Liberal",NA,0,"5fc2ab07be970b4cde3ba33d","75","75","50","-20","-65","-10",295,"Pro","label","anti",49.17,49,-0.170000000000002,1,-1,0.170000000000002,-1,0.170000000000002,1,"Anti_Fake_label"
-98,-98,-98,97,100,100,"Yes","53","Some college but no degree","Female",NA,"Yes","Other:","Colombian","Moderate, Middle of Road","Good survey topic",1,"65f8dbfcf51858f174eb7caa","-100","-100","-100","97","100","100",-597,"Anti","none","anti",-99.5,-98.5,1,-1,1,1,-1,-1,0,"Anti_Real"
100,100,100,50,-80,40,"No","57","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,1,"680cf3759bbfca13d68e130a","100","100","100","50","-80","40",290,"Pro","label","pro",48.33,48.33,0,1,0,0,1,0,0,"Pro_Real"
-50,-50,-50,50,50,50,"Yes","42","Some college but no degree","Male",NA,"Yes","White",NA,"Moderate, Middle of Road",NA,2,"6631449d82a3ec3e7608b189","-50","-50","-50","50","50","50",-300,"Anti","label","pro",-50,-50,0,-1,0,0,1,0,1,"Pro_Fake_label"
56,53,28,26,28,27,"Yes","67","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,3,"647a01eb74eeacc3fb89b87c","56","53","-26","52","48","46",-63,"Anti","label","pro",-10.5,9.33,19.83,-1,1,19.83,1,19.83,1,"Pro_Fake_label"
78,75,72,-23,-24,2,"No","59","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","Asian",NA,"Slightly Conservative","none",2,"66fbf7c64e20a027558cfa99","78","75","72","-23","-24","2",270,"Pro","label","pro",45,45,0,1,0,0,1,0,0,"Pro_Real"
40,40,-80,60,80,60,"No","49","Bachelor's degree in college (4-year)","Female",NA,"Yes","Other:",NA,"Slightly Conservative",NA,2,"673550c9e80fcc54f9fff8ea","60","60","-70","40","80","40",-110,"Anti","none","anti",-18.33,-33.33,-15,-1,-1,-15,-1,15,0,"Anti_Real"
32,68,53,32,72,44,"Yes","37","Master's degree","Male",NA,"Yes","Other:",NA,"Extremely Conservative",NA,3,"66f0c2c17d872e5874877985","60","47","36","70","52","57",-36,"Anti","label","pro",-6,0.83,6.83,-1,1,6.83,1,6.83,1,"Pro_Fake_label"
70,100,-33,47,-46,33,"Yes","81","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,3,"614e32cf6eacf837eb9d5c48","70","100","-33","47","-46","33",103,"Pro","none","pro",17.17,17.17,0,1,0,0,1,0,0,"Pro_Real"
100,100,99,-58,-37,-45,"Yes","61","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"67c3ea78dc38a4a9fcf56781","100","100","99","-58","-37","-45",439,"Pro","none","anti",73.17,73.17,0,1,0,0,-1,0,1,"Anti_Fake_none"
70,50,10,-15,-10,-20,"Yes","58","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Conservative",NA,2,"678836d5d46e9d4aa9971dea","70","50","10","-15","50","-40",135,"Pro","label","anti",22.5,29.17,6.67,1,1,-6.67,-1,-6.67,1,"Anti_Fake_label"
100,100,100,-100,-100,-100,"No","28","High school graduate (high school diploma or equivalent including GED)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"62cc9a938512898953c46e71","50","68","75","-78","-100","-74",445,"Pro","none","pro",74.17,100,25.83,1,1,-25.83,1,25.83,0,"Pro_Real"
10,-10,0,-18,37,-34,"Yes","42","Bachelor's degree in college (4-year)","Female",NA,"Yes","Other:","Brown","Slightly Liberal",NA,2,"615c9713338d0cb78c79773b","2","-10","0","-18","37","-34",7,"Pro","none","pro",1.17,2.5,1.33,1,1,-1.33,1,1.33,0,"Pro_Real"
94,95,92,-88,-84,-45,"No","22","Bachelor's degree in college (4-year)","Male",NA,"No","Other:","white/black","Extremely Liberal",NA,1,"66c2a9923ae926a0ccdc21c1","85","99","93","-41","-84","-48",450,"Pro","label","pro",75,83,8,1,1,-8,1,8,0,"Pro_Real"
80,70,50,-56,-50,-30,"No","40","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Slightly Conservative",NA,3,"67d028b6021b038230ccfd4c","70","60","30","-40","-50","-20",270,"Pro","label","pro",45,56,11,1,1,-11,1,11,0,"Pro_Real"
100,100,100,-100,-100,-53,"Yes","72","Some college but no degree","Female",NA,"No","Black or African American",NA,"Liberal",NA,1,"6403ce2f85c4bb26aff0de6e","70","100","100","14","-79","2",333,"Pro","label","pro",55.5,92.17,36.67,1,1,-36.67,1,36.67,0,"Pro_Real"
