"att1_1","att2_1","att3_1","concern1_1","concern2_1","concern3_1","Q94_First.Click","Q94_Last.Click","Q94_Page.Submit","Q94_Click.Count","att1P_1","att2P_1","att3P_1","concern1P_1","concern2P_1","concern3P_1","persuasive","detact","age","education","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","Condition","Label","Fake","belief_org","belief_final","belief_change","Bonus","Pro","Change_in_Direction","Male"
66,-42,64,30,-61,39,"8.717","79.397","238.903","6",66,-42,64,-61,-61,-55,4,1,66,"Professional degree (JD, MD)","No","White",NA,"Liberal","NO COMMENTS",1,"6753b58c63e54e3b7b571c20","Anti_org","0","0",16,-14.8333333333333,-30.8333333333333,0.1,"0",30.8333333333333,0
-77,-87,-92,-64,-70,-61,"4.607","248.33","251.038","5",-100,-100,-100,-100,-100,-98,4,1,39,"Master's degree","Yes","White",NA,"Slightly Conservative",NA,1,"633f03bb432dc8f74ab3a896","Anti_label","1","1",-75.1666666666667,-99.6666666666667,-24.5,0.1,"0",24.5,1
-62,-57,-87,55,-78,-41,"14.233","515.276","763.188","12",40,-21,-100,17,-94,-54,4,1,25,"Bachelor's degree in college (4-year)","Yes","White",NA,"Liberal",NA,3,"664d46ad7cc1780eecfd0c24","Anti_none","0","1",-45,-35.3333333333333,9.66666666666666,0.3,"0",-9.66666666666666,1
60,80,54,31,21,11,"10.347","10.347","296.792","1",82,88,74,31,21,11,5,0,33,"Master's degree","No","White",NA,"Slightly Conservative",NA,3,"67673780040f6a660b284849","Anti_none","0","1",42.8333333333333,51.1666666666667,8.33333333333333,0.3,"0",-8.33333333333333,0
90,100,60,28,-10,17,"0","0","232.323","0",70,100,55,20,-10,17,2,1,63,"Some college but no degree","No","White",NA,"Extremely Conservative",NA,2,"671aa2251be72b42120b7108","Anti_none","0","1",47.5,42,-5.5,0.2,"0",5.5,1
62,30,38,-42,-36,0,"2.307","472.013","473.261","4",56,47,72,-84,-27,-73,3,1,62,"Master's degree","No","Black or African American",NA,"Moderate, Middle of Road",NA,2,"67756d8eee40aa4d1c91a766","Pro_label","1","1",8.66666666666667,-1.5,-10.1666666666667,0.2,"1",-10.1666666666667,0
-100,-100,-100,-100,-100,-100,"0","0","231.427","0",64,63,65,90,79,82,3,1,68,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,1,"583ec287ad2f4300014b355a","Pro_none","0","1",-100,73.8333333333333,173.833333333333,0.1,"1",173.833333333333,1
100,75,-40,40,10,70,"11.253","233.861","235.174","5",80,75,0,10,10,30,2,1,61,"Master's degree","No","White",NA,"Slightly Liberal",NA,1,"67279a68c81048a1d2ccfd8b","Anti_label","1","1",42.5,34.1666666666667,-8.33333333333334,0.1,"0",8.33333333333334,1
54,-17,19,3,12,5,"8.772","8.772","286.48","1",54,-17,-6,-12,3,5,2,0,33,"Bachelor's degree in college (4-year)","Yes","White",NA,"Moderate, Middle of Road",NA,2,"6633a0e8efe1d018ea99bfc9","Anti_org","0","0",12.6666666666667,4.5,-8.16666666666667,0.2,"0",8.16666666666667,1
85,25,95,60,-100,50,"0","0","257.79","0",100,45,100,70,-100,55,5,0,64,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Conservative","Even Elon Musk says AI should be regulated to some degree.",3,"615914a33224dc31f1045612","Pro_org","0","0",35.8333333333333,45,9.16666666666666,0.3,"1",9.16666666666666,1
-100,-100,-100,-100,-100,-100,"21.907","21.907","243.501","1",10,10,10,-90,-90,-90,3,0,36,"Master's degree","No","White",NA,"Extremely Conservative",NA,2,"671fcce446b3e46d24370110","Anti_label","1","1",-100,-40,60,0.2,"0",-60,0
100,77,100,-56,44,-60,"0","0","239.364","0",100,77,100,-56,0,-60,5,0,78,"Some college but no degree","No","White",NA,"Slightly Liberal","Interesting and important information was included.",2,"6761fd0aea13f7ff1db3a01d","Pro_label","1","1",34.1666666666667,26.8333333333333,-7.33333333333333,0.2,"1",-7.33333333333333,1
81,92,100,23,-20,31,"0","0","295.651","0",100,62,100,5,0,10,3,1,19,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Conservative",NA,2,"6759fef1b173fb9839ebe137","Pro_none","0","1",51.1666666666667,46.1666666666667,-5,0.2,"1",-5,1
-10,-10,-20,-10,-12,-15,"0","0","254.2","0",-24,20,-30,-20,-30,-20,4,1,58,"Bachelor's degree in college (4-year)","Yes","Other:","mixed","Liberal","I noticed that the video said ""lives"" in the incorrect context of the usage of the word for the sentence being uttered.  A native English speaking human would have said ""lives"" correctly based on the context of the sentence.  ",2,"678ab5eddcf77eb47d4a13b2","Anti_none","0","1",-12.8333333333333,-17.3333333333333,-4.5,0.2,"0",4.5,1
70,70,70,-40,-65,50,"27.653","504.196","505.555","3",90,90,90,-40,-65,50,4,1,52,"Bachelor's degree in college (4-year)","No","American Indian or Alaska Native",NA,"Moderate, Middle of Road",NA,3,"6734fdcd862ed061c7f8f6b9","Pro_label","1","1",25.8333333333333,35.8333333333333,10,0.3,"1",10,1
-100,-100,-100,-100,-100,-100,"0","0","378.067","0",-100,-50,-100,-100,-100,-100,2,1,34,"High school graduate (high school diploma or equivalent including GED)","Yes","Black or African American",NA,"Slightly Liberal","I don't trust the government to regulate AI in a way that is fair/beneficial for society. If rampant deepfakes are the result of unregulated AI, then society must do their own homework to not be fooled by deepfakes, misinformation, propaganda. ",2,"62eab7b53494af2a6cb73504","Anti_none","0","1",-100,-91.6666666666667,8.33333333333333,0.2,"0",-8.33333333333333,1
75,100,100,0,40,-40,"86.626","193.184","239.247","10",77,100,100,0,40,-40,1,0,24,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,2,"674e55ae826b1e17f9e29662","Pro_label","1","1",45.8333333333333,46.1666666666667,0.333333333333329,0.2,"1",0.333333333333329,1
100,100,100,100,-13,-18,"65.643","65.643","1184.306","1",100,100,100,100,-13,-18,1,1,62,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,2,"66d931362ce64ae2b9c59fce","Anti_label","1","1",61.5,61.5,0,0.2,"0",0,0
72,100,100,-100,-100,-100,"203.844","204.913","273.433","2",100,100,100,-100,-100,-100,5,0,57,"Doctoral degree","No","White",NA,"Extremely Liberal",NA,0,"662ffc4bf3d9a68a45709788","Anti_none","0","1",-4.66666666666667,0,4.66666666666667,0,"0",-4.66666666666667,1
100,100,100,100,100,100,"0","0","273.386","0",100,100,100,100,100,100,2,0,33,"Bachelor's degree in college (4-year)","Yes","White",NA,"Liberal",NA,2,"612039d9400fae9545b3c5a8","Anti_org","0","0",100,100,0,0.2,"0",0,1
100,100,100,82,-80,40,"24.202","24.202","244.827","1",100,100,100,82,-80,40,1,1,56,"Some college but no degree","No","White",NA,"Liberal",NA,2,"676ef4be3ae6971bb695ff02","Anti_none","0","1",57,57,0,0.2,"0",0,1
85,-20,-50,-50,-85,-50,"279.494","279.494","281.595","1",95,60,65,25,-10,15,4,1,55,"Master's degree","No","White",NA,"Conservative",NA,2,"677b8f220f7a301549a7ccd3","Pro_org","0","0",-28.3333333333333,41.6666666666667,70,0.2,"1",70,1
44,44,48,-40,-36,-40,"0","0","564.04","0",88,71,73,-66,-59,-71,5,1,49,"Master's degree","No","Black or African American",NA,"Conservative",NA,1,"6776b076587e249b265d932c","Pro_label","1","1",3.33333333333333,6,2.66666666666667,0.1,"1",2.66666666666667,1
96,90,100,85,92,100,"14.464","434.36","436.073","7",96,90,100,85,92,100,2,1,32,"Bachelor's degree in college (4-year)","Yes","White",NA,"Moderate, Middle of Road",NA,2,"6758b9084bfa4e2058933af1","Pro_none","0","1",93.8333333333333,93.8333333333333,0,0.2,"1",0,1
50,49,-24,-14,15,-10,"51.836","51.836","285.191","1",24,13,-24,-57,-51,-10,3,1,53,"Master's degree","No","White",NA,"Liberal",NA,2,"61015eeeac2c6fae4f3696c6","Anti_none","0","1",11,-17.5,-28.5,0.2,"0",28.5,0
31,25,22,-32,-19,18,"4.024","239.222","240.859","3",-23,36,-14,-45,-39,-65,2,1,44,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Conservative",NA,2,"672148f928fcaa56a3b26dac","Anti_label","1","1",7.5,-25,-32.5,0.2,"0",32.5,0
70,85,50,50,-40,50,"2.713","2.775","264.874","2",95,90,60,30,-30,60,2,1,39,"Master's degree","Yes","White",NA,"Extremely Conservative",NA,3,"67280f7a507d5331218015d8","Pro_none","0","1",44.1666666666667,50.8333333333333,6.66666666666667,0.3,"1",6.66666666666667,0
30,25,15,-19,-19,-19,"0","0","371.503","0",-17,-10,-10,-19,-35,-45,4,1,29,"Bachelor's degree in college (4-year)","Yes","White",NA,"Conservative",NA,2,"6763d946159acd68acab2178","Anti_label","1","1",2.16666666666667,-22.6666666666667,-24.8333333333333,0.2,"0",24.8333333333333,0
2,16,37,-2,54,-2,"0","0","287.786","0",46,-43,-57,-50,-49,-44,3,1,52,"Some college but no degree","No","White,Black or African American",NA,"Moderate, Middle of Road",NA,2,"66e36f486ca7e6924fa02ff3","Anti_org","0","0",17.5,-32.8333333333333,-50.3333333333333,0.2,"0",50.3333333333333,0
45,62,38,-20,-33,28,"0","0","238.992","0",30,25,-45,-63,-79,-45,4,1,41,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,1,"651b1eb597d19205a5069db5","Anti_label","1","1",20,-29.5,-49.5,0.1,"0",49.5,0
0,-19,-47,-5,0,-40,"242.097","242.097","243.613","1",-50,-23,-80,-60,-54,-73,3,1,57,"Some college but no degree","No","American Indian or Alaska Native",NA,"Slightly Liberal","I liked the survey. The questions caused me to think more deeply about the development and usage of AI. Initially, I thought AI should be government regulated but after some thought, I felt that I trusted more individual developers than I did the government. The government's regulation, I feel, would be imposed to benefit its own best interest. This is just my opinion. Thank you for the survey",2,"6762d29bf8f9712a46c73b62","Anti_label","1","1",-18.5,-56.6666666666667,-38.1666666666667,0.2,"0",38.1666666666667,0
80,92,70,30,50,20,"0","0","377.008","0",81,39,51,-10,-5,-19,4,1,27,"Master's degree","No","White",NA,"Extremely Conservative",NA,3,"678582a49a7c1eaded377aba","Pro_none","0","1",57,22.8333333333333,-34.1666666666667,0.3,"1",-34.1666666666667,1
80,80,30,50,40,50,"0","0","236.559","0",100,-20,100,100,90,100,4,1,67,"Professional degree (JD, MD)","No","White",NA,"Liberal",NA,3,"66d62734985c822b67585824","Pro_label","1","1",55,78.3333333333333,23.3333333333333,0.3,"1",23.3333333333333,1
60,41,41,-35,-25,-25,"0","0","310.852","0",62,43,43,-36,-26,-27,3,1,73,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"671024030d8e5bb6ec9afc0b","Anti_label","1","1",9.5,9.83333333333333,0.333333333333334,0.2,"0",-0.333333333333334,1
63,51,55,21,-26,21,"290.709","290.709","291.456","1",63,51,55,47,-26,21,1,1,40,"Master's degree","No","Black or African American",NA,"Conservative","no comments",1,"6768815b73d3cbf6add75750","Pro_label","1","1",30.8333333333333,35.1666666666667,4.33333333333333,0.1,"1",4.33333333333333,1
100,100,100,100,100,100,"0","0","234.441","0",100,100,100,100,100,100,1,1,70,"High school graduate (high school diploma or equivalent including GED)","No","Black or African American",NA,"Liberal",NA,2,"666f4e508e12704f87264402","Anti_none","0","1",100,100,0,0.2,"0",0,1
55,66,17,25,49,23,"0","0","277.871","0",100,100,30,34,54,29,1,0,20,"Some college but no degree","Yes","White",NA,"Moderate, Middle of Road",NA,2,"62fd9632503429594609380f","Anti_org","0","0",39.1666666666667,57.8333333333333,18.6666666666667,0.2,"0",-18.6666666666667,1
89,100,100,-100,-100,100,"5.894","290.287","292.094","4",100,100,100,-100,-100,100,5,0,54,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal","No comment. ",2,"66e6ab6dc804b43d88550d30","Anti_org","0","0",31.5,33.3333333333333,1.83333333333334,0.2,"0",-1.83333333333334,0
95,100,100,100,-42,-12,"0","0","296.471","0",100,100,100,100,-7,100,5,1,69,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative",NA,3,"62e26551ceb540028c194982","Pro_none","0","1",56.8333333333333,82.1666666666667,25.3333333333333,0.3,"1",25.3333333333333,1
70,-20,-20,-40,-60,-80,"234.474","244.477","253.231","2",80,80,20,-40,-40,-70,4,1,59,"Bachelor's degree in college (4-year)","No","Asian",NA,"Liberal",NA,3,"6719a331021a36b9509eb8b5","Pro_label","1","1",-25,5,30,0.3,"1",30,0
100,61,-70,-13,45,51,"31.843","31.843","288.155","1",100,61,-70,-13,45,51,5,1,76,"Master's degree","No","Black or African American",NA,"Liberal",NA,0,"67615ba98f568b105098a1dd","Anti_org","0","0",29,29,0,0,"0",0,1
42,22,16,11,-30,-25,"0","0","234.547","0",42,22,16,7,-39,-40,4,1,66,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,2,"63acbbe336a9ca92853dca4a","Anti_none","0","1",6,1.33333333333333,-4.66666666666667,0.2,"0",4.66666666666667,0
50,50,11,-9,-16,-12,"0","0","255.825","0",50,50,32,0,-11,5,3,0,46,"Some college but no degree","No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"6787e5f97f7252529457fcb9","Pro_org","0","0",12.3333333333333,21,8.66666666666667,0.3,"1",8.66666666666667,1
19,-2,26,-27,-25,-1,"0","0","242.835","0",29,6,26,11,-25,-1,5,1,20,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Conservative",NA,1,"676075b239ecd75c3dd24940","Anti_org","0","0",-1.66666666666667,7.66666666666667,9.33333333333333,0.1,"0",-9.33333333333333,1
30,-86,25,76,33,100,"0","0","325.583","0",55,-100,40,94,38,100,2,0,57,"Master's degree","No","White",NA,"Slightly Conservative",NA,2,"60ac66a8e1bf5a1c51fa864c","Pro_org","0","0",29.6666666666667,37.8333333333333,8.16666666666667,0.2,"1",8.16666666666667,1
55,55,-75,-50,-33,50,"0","0","232.521","0",40,55,-75,-70,-45,-35,3,1,23,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative",NA,2,"678e505f095da9911b4a897a","Anti_label","1","1",0.333333333333333,-21.6666666666667,-22,0.2,"0",22,1
80,83,83,61,-2,17,"232.002","232.002","233.145","1",77,75,76,10,-19,-2,2,1,60,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,2,"5cb5686fc591ee0014b81ae3","Anti_none","0","1",53.6666666666667,36.1666666666667,-17.5,0.2,"0",17.5,0
100,100,100,80,81,-22,"185.608","257.724","258.386","2",100,100,100,80,81,24,3,0,37,"Some college but no degree","No","Black or African American",NA,"Slightly Conservative",NA,3,"615de5ffd3c522eef3c49556","Pro_org","0","0",73.1666666666667,80.8333333333333,7.66666666666666,0.3,"1",7.66666666666666,1
43,-35,57,-38,-82,-37,"201.7","220.848","521.632","2",66,40,57,49,-74,-54,4,1,58,"Master's degree","No","White",NA,"Moderate, Middle of Road",NA,2,"6744923b4d81548931d8b14f","Anti_label","1","1",-15.3333333333333,14,29.3333333333333,0.2,"0",-29.3333333333333,0
72,37,70,-29,-70,-57,"17.726","17.726","295.672","1",72,-76,74,-52,-34,-30,3,0,73,"Master's degree","Yes","White",NA,"Conservative",NA,2,"663a545e979170445aa7a512","Anti_org","0","0",3.83333333333333,-7.66666666666667,-11.5,0.2,"0",11.5,0
63,48,45,69,69,84,"0","0","239.404","0",63,48,45,69,69,84,1,1,20,"Associate degree in college (2-year)","Yes","Other:","Latino","Extremely Liberal",NA,3,"6323781f75962af097c34b5e","Pro_label","1","1",63,63,0,0.3,"1",0,1
42,85,21,0,51,-17,"87.87","238.888","242.448","2",51,85,36,0,51,-17,4,1,33,"Bachelor's degree in college (4-year)","Yes","Other:",NA,"Slightly Liberal","Thank you.",2,"678006fbe6e272f7e1216c17","Pro_none","0","1",30.3333333333333,34.3333333333333,4,0.2,"1",4,1
100,100,100,58,69,21,"0","0","270.75","0",44,86,100,58,69,21,3,1,59,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Liberal",NA,2,"60db5ecdeb02fb19922a852b","Anti_label","1","1",74.6666666666667,63,-11.6666666666667,0.2,"0",11.6666666666667,0
90,80,60,-33,-22,-10,"5.19","239.589","241.401","2",80,69,50,-41,-33,-20,4,1,55,"Bachelor's degree in college (4-year)","No","Asian",NA,"Moderate, Middle of Road",NA,2,"675e00c8c6cdc38c4b65aee2","Anti_none","0","1",27.5,17.5,-10,0.2,"0",10,1
100,100,100,69,72,72,"73.159","1536.629","1537.828","9",-38,-38,-100,-100,-100,-100,5,0,57,"Bachelor's degree in college (4-year)","Yes","White,Other:","Mexican","Slightly Conservative","Very interesting subject. The video completely changed my viewpoint on the government heavily regulating AI. Before the video i felt that heavy regulation by the government was necessary, not I do not think it is.",2,"6298e140ee3de09709fcb84c","Anti_org","0","0",85.5,-79.3333333333333,-164.833333333333,0.2,"0",164.833333333333,0
99,70,90,-20,80,70,"0","0","234.255","0",99,70,90,-20,80,70,1,1,22,"Bachelor's degree in college (4-year)","Yes","White",NA,"Extremely Conservative",NA,1,"672f0d2a6d0a3d857a526e95","Anti_label","1","1",64.8333333333333,64.8333333333333,0,0.1,"0",0,1
23,-17,19,40,-39,-22,"12.701","175.547","232.386","3",48,28,-14,-39,23,-42,1,0,51,"Associate degree in college (2-year)","No","White",NA,"Extremely Conservative",NA,2,"6781dd4ca4023c4cee535ab0","Pro_label","1","1",0.666666666666667,0.666666666666667,0,0.2,"1",0,0
80,100,0,25,-25,0,"0","0","320.037","0",80,100,0,25,-25,0,1,0,48,"Some college but no degree","Yes","American Indian or Alaska Native",NA,"Moderate, Middle of Road","n/a",0,"6702d9c2b619e1dfb174171b","Anti_org","0","0",30,30,0,0,"0",0,1
-50,50,-75,-75,-75,-75,"3.983","231.177","238.324","11",-50,50,50,-75,-75,-75,2,1,22,"Some college but no degree","Yes","Other:","Hispanic","Moderate, Middle of Road","N/A",2,"675e55ae121457b89a5d5e9a","Pro_none","0","1",-50,-29.1666666666667,20.8333333333333,0.2,"1",20.8333333333333,1
100,100,100,26,100,51,"12.659","12.659","238.387","1",100,100,100,0,100,100,2,1,62,"Bachelor's degree in college (4-year)","No","White,Asian,Native Hawaiian or Pacific Islander",NA,"Slightly Liberal",NA,3,"622a4cc50412091154bae7f0","Pro_label","1","1",79.5,83.3333333333333,3.83333333333333,0.3,"1",3.83333333333333,0
40,40,20,25,25,40,"0","0","240.431","0",40,40,20,40,40,50,2,1,62,"Master's degree","No","White,Asian",NA,"Slightly Liberal","Yes I had the sense that the video might be AI generated. the speaker looked believable, or at least very representative of a real person, but the lip-syncing looked slightly off. This could also be attributed to a latency issue, but it did strike me that it might be generated.  Also the tone of the speaker's voice was noticeably consistent throughout the video - not robotic, but almost too 'perfect'. ",3,"672a7d85e2386206173cf901","Pro_none","0","1",31.6666666666667,38.3333333333333,6.66666666666667,0.3,"1",6.66666666666667,1
100,100,64,42,79,68,"0","0","265.044","0",100,100,64,42,79,68,3,0,23,"Bachelor's degree in college (4-year)","Yes","Other:","Mexican","Extremely Liberal",NA,3,"5e6ec5ff4b1e37488a137eac","Pro_org","0","0",75.5,75.5,0,0.3,"1",0,1
90,50,10,100,75,100,"0","0","279.043","0",75,75,60,60,55,100,3,0,50,"Bachelor's degree in college (4-year)","Yes","Other:","Hispanic","Liberal","Study ran smoothly with no issues. I thought the arguments made by the person in the video were well thought out and presented.  I appreciate the opportunity to participate in your research.",2,"63fb73b8e64f455117b045b9","Anti_org","0","0",70.8333333333333,70.8333333333333,0,0.2,"0",0,1
93,-72,51,80,54,84,"0","0","271.785","0",93,0,-3,80,-43,-52,3,1,64,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,3,"677fe2522b0f4be3bd0c11ca","Anti_label","1","1",48.3333333333333,12.5,-35.8333333333333,0.3,"0",35.8333333333333,0
20,20,-10,5,-80,-10,"14.395","246.463","247.751","2",25,35,-10,0,-70,14,3,1,55,"Bachelor's degree in college (4-year)","Yes","White",NA,"Liberal","No Comments",2,"65863ef8b22305cb858cf891","Pro_none","0","1",-9.16666666666667,-1,8.16666666666667,0.2,"1",8.16666666666667,0
71,100,81,89,67,46,"0","0","246.727","0",90,100,95,94,92,86,4,1,59,"Less than high school degree","No","White",NA,"Extremely Conservative",NA,3,"616b5241d8eb9504f10a5cb2","Pro_label","1","1",75.6666666666667,92.8333333333333,17.1666666666667,0.3,"1",17.1666666666667,0
90,80,50,0,-50,-50,"0","0","256.323","0",100,100,80,100,100,100,3,1,53,"Bachelor's degree in college (4-year)","Yes","White",NA,"Extremely Liberal","Although I feel strongly that government needs to regulate AI and other things for ethical reasons, with our current political climate, I am unsure of what kind of regulation that might be.",3,"674d396ea5a143c1fe1ff5bc","Pro_org","0","0",20,96.6666666666667,76.6666666666667,0.3,"1",76.6666666666667,0
100,100,100,100,100,77,"3.656","241.889","242.743","4",100,100,100,100,100,75,1,0,48,"Bachelor's degree in college (4-year)","Yes","White",NA,"Slightly Conservative","Government needs to step in and come with a clear set of guidelines of what AI can and cannot do.",2,"677acf8feb9f82781c3bfcca","Anti_none","0","1",96.1666666666667,95.8333333333333,-0.333333333333343,0.2,"0",0.333333333333343,1
100,100,100,100,100,100,"0","0","232.457","0",100,100,100,100,100,100,1,1,60,"Bachelor's degree in college (4-year)","No","American Indian or Alaska Native",NA,"Liberal",NA,1,"59b941556495ef00019fbc80","Anti_label","1","1",100,100,0,0.1,"0",0,0
99,100,100,96,99,97,"0","0","241.075","0",99,100,100,96,99,97,3,1,75,"Master's degree","Yes","White,Black or African American,Asian",NA,"Liberal",NA,2,"6757a575fbfbaadb71be93a1","Pro_label","1","1",98.5,98.5,0,0.2,"1",0,0
25,25,0,-100,-90,-75,"0","0","283.747","0",80,80,25,-100,-75,-75,2,0,60,"Bachelor's degree in college (4-year)","No","White,American Indian or Alaska Native",NA,"Slightly Conservative","Government regulations give US companies a disadvantage in innovation, production and supply of products when competing with foreign entities.  Most industries they regulate are negatively affected.  Consumers must be protected but regulation must be only as needed and minimal in all industries.  ",2,"65485434bd2b170868a93749","Anti_org","0","0",-35.8333333333333,-10.8333333333333,25,0.2,"0",-25,0
1,-72,-59,-64,-68,-100,"0","0","257.357","0",12,-72,-59,-64,-68,-100,2,0,63,"Associate degree in college (2-year)","Yes","Other:","European","Slightly Liberal","Al will be a wonderful addition to the society, is true can be dangerous, but many things' humans use is more dangerous than Al. In my opinion Al will be a wonderful tool for humanity  ",2,"678d845c242aade1e76501af","Pro_org","0","0",-60.3333333333333,-58.5,1.83333333333334,0.2,"1",1.83333333333334,0
100,100,85,-25,30,-5,"16.74","258.865","260.402","7",90,90,60,-50,30,-40,4,1,57,"Some college but no degree","Yes",NA,NA,"Moderate, Middle of Road","Thank you for the opportunity to participate!",2,"64582fbecf6c66bc4c14374b","Anti_label","1","1",47.5,30,-17.5,0.2,"0",17.5,0
79,70,77,17,16,15,"12.911","190.644","2370.772","17",-38,-68,-71,-28,-74,-87,5,0,61,"Some college but no degree","No","Black or African American",NA,"Slightly Conservative",NA,1,"5a64417931b87a0001c6f48b","Anti_label","1","1",45.6666666666667,-61,-106.666666666667,0.1,"0",106.666666666667,0
58,39,23,-29,-38,-43,"0","0","271.218","0",58,32,23,-29,-38,-43,4,1,57,"Master's degree","No","Black or African American",NA,"Extremely Conservative",NA,1,"677d73962ea0fb9778dfc5a0","Anti_none","0","1",1.66666666666667,0.5,-1.16666666666667,0.1,"0",1.16666666666667,1
57,44,29,39,37,38,"0","0","234.782","0",57,44,29,39,37,38,2,1,55,"Master's degree","No","Other:","European","Moderate, Middle of Road",NA,2,"65229effc12b20b9be60c22f","Anti_none","0","1",40.6666666666667,40.6666666666667,0,0.2,"0",0,0
45,46,45,52,-6,5,"0","0","251.665","0",45,68,65,52,15,5,5,1,55,"Doctoral degree","No","Asian",NA,"Liberal","This was very interesting!",3,"5d1cc8c3baf85a0001fcd973","Pro_org","0","0",31.1666666666667,41.6666666666667,10.5,0.3,"1",10.5,0
80,90,0,25,-25,-50,"138.372","241.976","243.173","2",100,100,27,25,-51,-50,3,1,57,"Master's degree","No","Asian",NA,"Slightly Liberal","The mispronunciation of the word ""lead"" in the context of the video was one of the giveaways that this is AI generated.",2,"5dd39fe1428d61389d95ca1a","Pro_label","1","1",20,25.1666666666667,5.16666666666667,0.2,"1",5.16666666666667,0
75,75,100,0,-50,-2,"0","0","233.134","0",75,75,75,0,-50,-2,3,1,59,"Master's degree","Yes","Other:",NA,"Slightly Liberal",NA,2,"6781934fcd059547fb30eeb4","Anti_none","0","1",33,28.8333333333333,-4.16666666666667,0.2,"0",4.16666666666667,1
-100,-100,-100,-100,-100,-100,"0","0","277.851","0",-100,-100,-100,-100,-100,-100,1,0,58,"Bachelor's degree in college (4-year)","No","White,Asian",NA,"Slightly Conservative",NA,1,"5ea45809cb6ec73f7b644178","Anti_org","0","0",-100,-100,0,0.1,"0",0,1
80,100,75,50,65,0,"0","0","270.422","0",80,100,75,50,65,0,4,1,62,"Bachelor's degree in college (4-year)","No","Asian",NA,"Slightly Liberal",NA,1,"6510b799ca6f903d2d4c2d2c","Pro_label","1","1",61.6666666666667,61.6666666666667,0,0.1,"1",0,0
75,70,70,50,40,70,"0","0","253.986","0",87,85,80,65,71,77,4,1,63,"Bachelor's degree in college (4-year)","No","Asian",NA,"Liberal",NA,3,"5c5c85c6054ae60001d04f67","Pro_org","0","0",62.5,77.5,15,0.3,"1",15,0
100,99,99,100,-8,26,"0","0","238.949","0",100,99,99,100,10,26,4,1,76,"Associate degree in college (2-year)","Yes","Other:","Hispanic","Slightly Conservative",NA,3,"5c567e2acc53750001751cb0","Pro_none","0","1",69.3333333333333,72.3333333333333,3,0.3,"1",3,1
-99,-97,-99,-99,-98,-99,"0","0","304.421","0",100,-100,-100,-100,-100,-99,1,1,64,"Some college but no degree","No","White,Black or African American",NA,"Slightly Liberal","Politician should not be making law on subjects they know nothing about. The ability for big Tech to influence politicians makes corruption more likely if they try. Making laws about AI is impossible. Making laws to keep companies corporations ethical that may be more doable and more important.",2,"5d0ec999085acd0019fd290b","Pro_none","0","1",-98.5,-66.5,32,0.2,"1",32,1
15,15,-50,-10,-27,-28,"0","0","241.501","0",15,15,-50,-10,-27,-28,2,1,60,"Associate degree in college (2-year)","No","Other:",NA,"Moderate, Middle of Road","Governments will need qualified people that understand AI technologies and be involved and/or interested in the development long before they can attempt to regulate the industry. Generally, the people in power tend to be of an older generation and may not fully understand how or what to regulate. Therefore, if there are any government involvement it will require knowledgable people that can have autonomy in developing the statutes and regulations.",3,"677ad399c567199c95f2e767","Pro_label","1","1",-14.1666666666667,-14.1666666666667,0,0.3,"1",0,1
54,63,72,27,81,54,"14.51","242.728","243.907","2",81,99,72,27,81,18,1,1,59,"Some college but no degree","No","White,Other:","Human","Extremely Liberal","I am not simply concerned that government regulation will stifle AI development, I am concerned that governments will use AI in manners that will not be of benefit to humanity or our planet, as well unintended consequences.",2,"5dd4189ef30aa640b4e9c094","Anti_none","0","1",58.5,63,4.5,0.2,"0",-4.5,1
100,100,75,50,75,25,"0","0","468.237","0",100,100,75,50,75,25,4,0,64,"Professional degree (JD, MD)","No","Black or African American",NA,"Extremely Conservative",NA,2,"6793ba67dbdd041916e17c94","Anti_org","0","0",70.8333333333333,70.8333333333333,0,0.2,"0",0,1
100,82,91,100,25,63,"0","0","257.677","0",100,100,100,100,44,65,4,0,60,"Bachelor's degree in college (4-year)","No","Other:","MENA","Moderate, Middle of Road",NA,2,"668a9562440ee7f82a05b382","Pro_org","0","0",76.8333333333333,84.8333333333333,8,0.2,"1",8,1
